alpha	beta	eta	r
0.041455118	0.019543697	153.8296539	14.96152506
0.156458532	0.002198926	777.0669403	105.2068116
0.129558859	0.373037923	0.193158232	0.010686724
0.223791505	0.006107044	189.7353923	110.4433202
0.079722885	2.77983E-05	8.850926323	2.471562934
1.785616521	0.001965651	0.119639988	7.313193774
0.362894251	1.877998091	0.457383979	0.075520477
0.002248332	0.00275591	103.4869646	11.78069314
0.014795306	3.60534E-05	397.5848909	100.9030296
1.585913725	0.388629405	0.008191933	1.73012515
0.02090211	0.000314633	643.8333362	132.0945535
702.9114115	8366.489002	0.00153277	1.686123412
0.182885893	0.000138428	1.304503917	2.354248112
0.013651459	1.46688E-05	422.9631002	40.98104145
139.9732344	742.7025084	4.270509383	1.117883672
0.009099624	0.148868843	634.8504211	24.34722824
0.001523606	0.009754504	0.405453971	0.023428039
1.500045217	0.004104709	0.282600544	1.935979503
0.009180829	2.79E-006	36.95323105	59.0282718
0.039066759	0.302313352	928.8909418	6.77197929
1.1624067	0.000704526	0.379892786	11.77058717
0.055246923	2.69637E-05	11.85914206	4.392556559
0.003429612	0.076197753	18.72708588	25.67182186
2.239644239	263.1696148	0.001244916	219.97733
110.2909541	1054.157394	6.357960352	0.510304682
0.007101594	0.187048322	681.6977621	7.210191391
7.155997837	256.3208986	18.32565083	3.719871035
2.714790969	235.6465198	9.875020065	7.33825968
0.136748615	0.007407689	0.064233531	3.561071162
0.953754564	0.004018169	0.210907413	3.420372109
0.16402599	1.294492362	0.002433333	2.500897582
1.262605475	0.00212774	0.051055401	4.267415539
0.084902806	8.78633E-05	983.5792357	30.05381753
0.511192462	0.149905801	166.4126184	66.43054092
0.054279883	5.18046E-05	889.7210412	37.31062388
33.57219277	153.008469	1.724227225	0.307825328
0.013651459	1.46688E-05	422.9631002	40.98104145
0.003557536	0.018297148	0.186909487	0.01723985
0.001776098	0.013390146	0.516567803	0.029385581
0.011964278	1.28452E-05	143.0566067	136.2258664
0.0112668	0.000783242	228.3890092	8.139060526
33.57219277	153.008469	1.724227225	0.307825328
0.03475742	0.061312706	1.44467054	0.0234001
60.39874169	1266.536474	0.001549238	3.853599428
0.176068738	0.166510109	417.2759326	48.49540802
0.373563782	21.75192169	45.40077357	39.34255878
0.483672018	0.141344262	210.1321231	40.91702713
0.01027498	0.025534563	0.315608373	0.012379699
2.717153613	322.9331357	0.000162125	1.440555266
0.002894111	0.011110594	0.266131838	0.014345069
0.096449555	0.051752895	1.013481118	0.015105444
0.002408048	0.002554917	294.9962296	6.432351837
0.046878286	0.014327546	208.9097142	14.14462959
0.068204565	1.69865E-05	52.45214614	21.82281037
10.36233025	892.7705809	0.000359384	0.801864374
31.72064803	2430.489933	0.001633245	6.607422533
3.393964648	0.008090803	0.17180075	56.81649241
0.025283979	0.033607189	0.554387005	0.010278839
0.431097924	0.036647434	0.016718547	2.357796436
0.005482018	7.23E-006	4.346184484	3.102020391
0.005944864	5.98302E-05	412.098397	125.4522772
0.007705423	0.025527509	1351.200508	13.02595307
0.010714059	0.015828462	1221.695609	29.63105817
0.003601568	0.107697045	17.01262675	30.38231377
0.008416894	0.001091509	142.8543907	14.76105372
0.013008914	0.442347787	37.28320816	65.90384814
0.042715918	2.6567E-05	518.9228408	35.91516705
1.149924558	0.000916376	0.282529864	4.828102683
0.044545278	0.102630796	0.470904922	0.014670063
0.090298593	7.59177E-05	953.9768878	31.80663702
0.0463327	0.074513344	0.669395883	0.004812686
0.014089789	0.389226602	29.34103611	53.94457728
3.394538991	248.2731074	12.05581529	4.103618158
0.427413178	1.067176308	0.005371442	4.120305598
146.5345774	4666.009113	0.001552747	31.95414438
0.004835403	0.216328738	116.2929278	30.10017946
0.042754843	0.001313421	422.4089309	68.17501589
0.364531019	0.112596372	164.7042972	58.38447013
0.005741234	6.31326E-05	328.2269074	138.4642158
0.032890893	0.462840803	631.2823496	3.704319993
1.908842275	0.002551026	0.217332587	19.57576054
1.264550846	0.698190521	0.003365642	3.816609414
23.31931175	40.8414065	1.521515551	0.142768394
0.009322033	0.003155991	213.6029451	28.79376723
0.001592642	0.009836669	1406.644032	22.63868132
0.022443819	0.541948694	28.66614712	46.28797908
0.927047201	134.9567546	0.000197682	1.530108268
343.1661114	5497.794417	0.003779132	14.8303905
1.192411839	0.000941608	0.178004914	18.84207619
0.001693784	0.003171877	715.6145547	10.7438377
0.094208746	0.209130385	0.371420288	0.001051034
0.013104297	1.84331E-05	267.7601304	108.2896743
11.60262727	45.60285347	2.015336381	0.216275461
0.003921195	0.088535595	19.43888307	29.02025688
0.0432972	3.927041863	8.855419548	54.00504871
75.12272903	3672.944691	0.002118705	7.451579706
0.55000965	0.001007266	0.132156388	3.919958385
46.183849	3377.013864	0.002530048	2.024836254
0.002939965	0.010202714	453.0663887	19.18208615
0.121663099	6.57807E-05	0.684133165	5.25799769
0.011512214	0.038857268	1.641198113	0.028075737
15.01806431	102.6678339	0.000874858	1.210133829
1.822154721	2.68235081	0.05675486	0.24716674
0.316016236	2.045531457	0.367010081	0.074854891
0.927047201	134.9567546	0.000197682	1.530108268
2.919107441	0.007215323	0.118243892	35.58005166
0.041789269	2.769100261	9.623441656	57.94741694
2.587559809	0.003587997	0.154139617	22.9974158
0.098095689	3.64737E-05	33.68648652	57.0344463
1.573823244	0.001349457	0.125401845	6.054770354
0.006244889	0.12739132	806.0325175	29.11730431
284.302039	8862.439166	0.00306995	3.099778208
1.818933663	0.001705369	0.216578288	24.99560042
0.068774732	3.89861E-05	11.03733995	2.488152154
9.525577424	1051.974825	0.002879077	98.9180355
0.044545278	0.102630796	0.470904922	0.014670063
15.72917801	1100.073035	0.003396482	106.2937059
1.70627593	5.417780381	0.004856678	4.451079041
1.585913725	0.388629405	0.008191933	1.73012515
0.066517289	0.000410566	1075.027905	54.59825988
0.076073186	0.00023332	996.8494603	114.9576148
0.02025839	0.023260499	0.6435064	0.010332621
230.2323766	5775.773302	0.00170685	23.33007972
4.040391019	585.2343531	0.001068904	140.0801919
0.01331585	0.00019978	449.5378921	137.806302
0.507884234	340.9982578	0.001671599	153.670068
0.124199517	0.014499917	0.021391688	1.638525956
0.003489458	0.002318085	326.0382188	5.061239247
0.058804241	2.04356E-05	59.63770124	29.57379169
0.188434001	2.77249E-05	0.587166089	11.52594013
0.002766176	0.011721409	0.289739767	0.019820076
0.006714515	1.50227E-05	6.995461255	7.699462556
0.542410689	0.003877078	0.087525875	2.600708864
0.010045108	3.765576553	8.275493564	87.55211323
0.750909514	377.6781344	0.00158592	180.8778428
2.815331633	0.004614155	0.116887982	28.68544648
0.033709662	0.074264314	393.7806153	23.79556388
5.390303407	13.57910507	0.571299837	0.152464075
0.007400998	0.202153716	709.9213671	19.44588953
0.006761661	0.003187762	142.3196594	25.24205175
0.262933694	105.2616827	21.03235266	14.42097111
0.035724434	4.10987E-05	1569.560481	76.26487025
9.811133901	383.6172537	0.000538296	0.772973222
0.018594376	0.357743714	503.4224557	12.13839402
0.006714515	1.50227E-05	6.995461255	7.699462556
0.002294545	0.002117782	94.80494186	16.48857411
0.037921345	0.018436871	0.535055786	0.010250098
0.223585672	6.49498E-05	0.768436305	7.691294918
1.434156953	3.073885611	0.003272766	4.664691509
35.86191656	1800.905517	0.00149668	7.038424503
1.155257769	0.001176731	0.160960747	14.13884056
0.004835403	0.216328738	116.2929278	30.10017946
0.875958835	0.000356392	0.223013726	2.927910866
0.009784266	0.022099759	1406.75682	9.930518426
0.016924891	0.345915847	486.6633792	18.11386837
0.256284082	0.083106052	234.9302481	70.62886978
8.167956876	17.67305694	0.554225572	0.144095559
14.05817526	321.4830018	0.000581435	1.422573216
0.632456346	125.3723786	10.68262261	7.806165207
6.57112753	747.8085341	0.002796339	115.6234088
0.100759962	0.000600043	718.9378943	98.9553534
0.099684473	1.037036476	0.001688197	2.748899901
0.076961501	6.27773E-05	20.35918034	1.567266717
5.732117124	785.8840024	0.001607279	159.262639
0.168215626	0.090974783	210.7503354	32.1509306
9.317005963	31.53198079	2.179506303	0.322113166
0.316952875	0.008158328	252.2496272	123.7599389
0.076961501	6.27773E-05	20.35918034	1.567266717
0.002027012	0.017336772	0.211948529	0.016374631
0.003429612	0.076197753	18.72708588	25.67182186
0.064282333	2.5554E-05	0.558164577	9.34498478
0.549874979	0.719322911	0.002730613	1.974556919
0.006244889	0.12739132	806.0325175	29.11730431
1.173446115	0.000860128	0.207945089	25.78881822
0.054303595	0.126646734	0.455994168	0.01695365
0.014089789	0.389226602	29.34103611	53.94457728
0.192815417	0.006202117	195.6610304	108.8410741
0.638799065	387.0950783	0.002019091	221.9931254
19.09692121	23.3711769	1.305914506	0.084571045
0.012335418	7.15E-006	25.60768345	61.44176244
2.385172863	685.5052638	0.002444365	226.7156739
153.8477457	4886.333554	0.001329599	32.88737033
0.188434001	2.77249E-05	0.587166089	11.52594013
1.264550846	0.698190521	0.003365642	3.816609414
7.155997837	256.3208986	18.32565083	3.719871035
0.007669889	0.000132157	449.0269226	120.329201
1.786460551	0.001012245	0.102158324	6.390656443
0.134083798	0.179002523	0.220779306	0.000935713
4.178681764	28.17619056	0.289428264	0.047323438
0.008146417	0.002100309	215.0133134	24.89822393
0.690408289	0.000595159	0.249583703	4.181366614
5.732117124	785.8840024	0.001607279	159.262639
28.6720068	1045.179684	0.000370906	0.580074176
0.016587419	4.53E-006	6.313761527	4.71396722
0.093286005	3.39977E-05	12.70167665	2.824149285
4.349626169	18.2208339	0.403281305	0.078229656
1.355784892	341.6907752	0.001197444	211.3314004
0.613591534	0.683551353	0.002778845	2.122983743
0.833519154	0.000515861	0.162673539	2.538493839
0.02025839	0.023260499	0.6435064	0.010332621
0.013157665	0.027736633	1537.508247	27.95198439
0.076073186	0.00023332	996.8494603	114.9576148
75.61660617	1552.016922	0.003251846	30.07376596
0.022563796	1.74105857	5.637778236	40.39469264
1.264550846	0.698190521	0.003365642	3.816609414
0.129558859	0.373037923	0.193158232	0.010686724
0.020610551	1.30396E-05	12.62222742	1.382429283
0.059387351	0.256735328	632.0898387	11.20520478
2.714790969	235.6465198	9.875020065	7.33825968
14.61115012	1108.933041	0.000262545	0.644920578
0.048861442	0.042797649	0.733082258	0.02314726
0.031954171	0.120244351	496.3654781	15.40609734
0.709012284	3.38525184	0.077784881	0.097248549
1.002885401	0.000670508	0.101820222	8.132331115
0.36504262	1.555710336	0.001082287	1.099629586
3.788606565	3.468909246	0.582885625	0.046795837
0.137690928	1.606926967	0.003060838	3.338701381
20.6947409	326.5509507	0.000601917	2.281048654
0.219878011	0.000188455	1.052803719	3.068458691
0.798908548	0.000399867	0.362954605	13.14669315
2.102458265	10.53257088	0.425962207	0.097886341
27.40908882	819.8151336	3.680670408	1.793863527
0.12153372	0.088193244	457.7173622	54.21216777
27.40521868	135.0268293	0.000745642	2.00007978
0.001349192	0.008133246	0.603802568	0.025836429
0.229695195	3.38312E-05	1.944014088	3.989991558
0.034374503	9.134287347	17.14255081	98.70718803
0.819964737	436.1155926	0.00191694	253.3433611
0.316016236	2.045531457	0.367010081	0.074854891
78.34654485	1972.271124	13.87487421	0.860361705
5.804772349	719.0790511	0.000661098	1.358212859
0.001968429	0.007337734	2560.754682	34.94930535
75.12272903	3672.944691	0.002118705	7.451579706
0.058192379	2.79099E-05	48.94294786	27.32930705
0.027785042	0.38064859	460.6122476	7.302369402
3.788606565	3.468909246	0.582885625	0.046795837
0.025283979	0.033607189	0.554387005	0.010278839
0.006244889	0.12739132	806.0325175	29.11730431
0.010913908	0.25736188	523.1669734	9.48347564
1.715872289	0.002856942	0.099176314	3.071488859
9.262863841	21.42835448	0.701730913	0.098366889
0.009784266	0.022099759	1406.75682	9.930518426
106.8405735	4658.94759	0.001825324	6.953769062
27.40908882	819.8151336	3.680670408	1.793863527
1.818933663	0.001705369	0.216578288	24.99560042
0.161107569	4.59506E-05	0.565267088	11.71465263
0.012348512	0.144264978	413.8394659	27.63697221
1.200286865	0.002083104	0.084571696	10.27367447
18.7204815	110.7140925	0.000969601	1.471221873
0.760866451	156.9791067	0.000152949	1.40596389
0.119947497	0.002860169	947.836604	102.0384236
0.095868452	7.05299E-05	0.939671793	3.965074223
3.394538991	248.2731074	12.05581529	4.103618158
101.6036007	703.4213832	4.041300024	1.447383058
0.133038512	1.292716624	0.003788683	3.259301196
12.26713796	823.5629819	0.001978588	3.767877586
19.41964516	351.2013449	13.95766456	2.11033156
26.30067627	804.6675041	0.002525448	45.44326761
1.200286865	0.002083104	0.084571696	10.27367447
1.173446115	0.000860128	0.207945089	25.78881822
16.20357527	26.00802677	2.675160587	0.159429069
9.212282673	804.8007627	0.001011498	1.447167956
0.004416517	0.219839915	133.9717018	35.02373536
0.011234436	0.032103381	1.740653357	0.032069535
0.023953587	0.022943984	235.6886064	23.03491579
0.007299702	3.42603E-05	462.2397026	60.24820978
4.349626169	18.2208339	0.403281305	0.078229656
1.887358778	0.002330588	0.209861463	11.46187322
10.73008445	244.299926	20.01702453	2.362674374
0.005741234	6.31326E-05	328.2269074	138.4642158
0.845057065	0.000595708	0.635162174	6.280663838
0.066475074	4.67263E-05	119.0529138	8.339298603
0.1041393	0.517552145	0.158178712	0.114314802
0.09442985	6.58732E-05	69.63100897	15.9342978
2.385172863	685.5052638	0.002444365	226.7156739
5.495299069	458.3800453	0.001647963	138.5005643
0.006690308	0.002701818	322.1790026	18.34381328
0.044866055	4.16546E-05	122.1506596	8.709820317
2.165633996	0.193260256	0.009895047	1.826945513
0.162677929	0.0001215	0.893016873	2.349057053
0.008429772	4.094580361	9.30257222	73.23220494
0.00229887	0.131853028	8.897322298	84.27526479
9.811133901	383.6172537	0.000538296	0.772973222
0.025896928	8.94E-006	36.11030891	95.97386275
0.039066759	0.302313352	928.8909418	6.77197929
0.015452753	0.14715809	384.2969124	33.73795198
0.09065732	1.363920829	0.001964916	3.676307501
0.0432972	3.927041863	8.855419548	54.00504871
2.690711261	12.88104345	0.458605264	0.061514845
2.055752261	0.002307351	0.228261738	26.96027682
0.005244438	0.131383049	709.999342	7.434041956
165.8850686	6127.336942	0.002055181	29.03416626
0.782480119	0.639386098	0.003186795	2.289437625
5.987435495	13.69428146	0.567185498	0.157366945
0.003429612	0.076197753	18.72708588	25.67182186
2.385172863	685.5052638	0.002444365	226.7156739
101.6036007	703.4213832	4.041300024	1.447383058
0.002558159	0.246360077	15.19046666	89.30438151
0.028914058	0.064260469	0.450280347	0.0121544
0.345836165	229.5868538	0.001737235	200.1617281
0.417322913	81.98838195	12.45641904	11.32780993
1.887358778	0.002330588	0.209861463	11.46187322
0.041849234	0.000149822	413.002433	64.0624108
0.003429612	0.076197753	18.72708588	25.67182186
0.372585013	71.06365422	28.72407044	13.2687097
33.93707118	864.1075059	3.600650175	1.562060062
75.61660617	1552.016922	0.003251846	30.07376596
0.161107569	4.59506E-05	0.565267088	11.71465263
1.818933663	0.001705369	0.216578288	24.99560042
0.161107569	4.59506E-05	0.565267088	11.71465263
0.044591016	0.000659175	544.9085979	123.2538091
8.593803016	684.4409798	0.001349585	106.3400211
2.112727047	0.003287331	0.119982046	3.221351945
0.000826097	0.008124645	0.851528345	0.03073766
32.34604846	895.1562515	0.000396331	0.866244811
0.717821699	66.25572633	36.00826482	11.55785461
2.102458265	10.53257088	0.425962207	0.097886341
1.58299767	0.001237046	0.257256116	21.09752362
0.044641014	0.0203842	0.546556789	0.010274605
1.130340915	0.434170861	0.004389294	3.026441983
0.985137892	380.8752092	0.001347965	183.2303957
0.041888697	4.42235E-05	1744.886784	48.84783336
1.05069824	513.8328588	0.000523997	0.754120218
29.79028163	1218.109811	0.001759077	2.575337185
0.00187435	0.011985159	0.208086022	0.011325376
0.034836814	6.261377421	29.38300027	68.43555496
0.269367427	1.864501504	0.00683472	7.945524744
0.018607179	7.57E-006	3.056600366	4.027251864
0.16402599	1.294492362	0.002433333	2.500897582
12.24313698	223.5955049	10.95483816	1.937262597
343.1661114	5497.794417	0.003779132	14.8303905
11.15134943	531.7906374	0.001233063	98.73905643
0.014795306	3.60534E-05	397.5848909	100.9030296
0.044545278	0.102630796	0.470904922	0.014670063
0.01096116	0.003132372	211.5861247	22.33044435
0.136748615	0.007407689	0.064233531	3.561071162
0.316016236	2.045531457	0.367010081	0.074854891
18.7204815	110.7140925	0.000969601	1.471221873
0.006190485	0.082868368	790.7759254	3.724753397
0.064666045	7.56724E-05	103.0916351	9.735689875
0.112879553	2.61753E-05	1.974285403	4.435199332
0.194728498	0.094406807	1.186588704	0.020727097
8.091167039	779.8774523	0.000318708	1.175476786
0.541509213	19.54113099	38.13006369	50.72988816
0.927047201	134.9567546	0.000197682	1.530108268
0.061767674	0.000227001	179.669623	125.1487354
0.031489578	4.4912E-05	344.2021209	147.1443382
4.393408329	25.16182064	0.270391148	0.066635995
0.372585013	71.06365422	28.72407044	13.2687097
0.065350125	0.052992797	0.804621265	0.020780917
8.080169546	338.379461	0.000542485	0.786901532
0.040670775	6.72237E-05	1018.275077	46.55851873
1.70627593	5.417780381	0.004856678	4.451079041
0.026940044	0.061281884	427.8893185	22.39010666
1.13452919	0.000889412	0.103244997	8.498772843
0.016965893	0.47064576	27.87923322	65.07824666
0.003429612	0.076197753	18.72708588	25.67182186
0.038610251	6.153695021	30.77650977	92.30385321
11.26980652	1157.562743	0.002884698	158.9939553
0.16402599	1.294492362	0.002433333	2.500897582
0.669447742	0.000545136	0.641691209	5.652392517
0.005482018	7.23E-006	4.346184484	3.102020391
0.018034423	3.08721E-05	283.6273982	30.05843344
25.77883512	560.3435364	0.000256787	0.604597297
0.778117828	11.90152691	0.00358693	3.535100931
0.717821699	66.25572633	36.00826482	11.55785461
0.013651459	1.46688E-05	422.9631002	40.98104145
0.070829412	0.002747752	1138.873441	95.58180335
0.169483227	8.19823E-05	18.53751243	1.048527468
0.10723339	10.97619799	18.91389099	93.17967147
0.01096116	0.003132372	211.5861247	22.33044435
0.119947497	0.002860169	947.836604	102.0384236
0.095868452	7.05299E-05	0.939671793	3.965074223
0.016314489	1.32563E-05	255.4083148	102.909761
1.192411839	0.000941608	0.178004914	18.84207619
0.042480697	0.177881528	0.175751106	0.016447114
0.42349114	99.85670644	0.000394756	0.84537373
1.149924558	0.000916376	0.282529864	4.828102683
37.34395495	1340.249884	0.003495892	70.65775118
0.007705423	0.025527509	1351.200508	13.02595307
0.012335418	7.15E-006	25.60768345	61.44176244
8.857795254	232.5793003	11.36081734	0.994585344
2.233416044	540.9840423	0.003168498	234.472421
127.3715576	4943.551521	0.001594438	33.3686852
0.927047201	134.9567546	0.000197682	1.530108268
2.336466543	7.576440992	0.352706941	0.043968846
0.993485064	7.899025934	0.379464581	0.077031001
0.224246381	0.209556059	0.195965035	0.20692455
0.001145953	0.001760693	606.1615166	9.597819683
0.035677905	2.588460391	11.35375721	62.71906232
0.010913908	0.25736188	523.1669734	9.48347564
0.192815417	0.006202117	195.6610304	108.8410741
3.130855102	0.003243331	0.266799234	17.22788515
0.006714515	1.50227E-05	6.995461255	7.699462556
0.095868452	7.05299E-05	0.939671793	3.965074223
1.478086363	6.047244427	0.001607955	0.547688955
0.373563782	21.75192169	45.40077357	39.34255878
0.044591016	0.000659175	544.9085979	123.2538091
0.035476944	0.075548379	0.572260005	0.003051376
1.565944575	867.458445	0.001796871	231.902932
0.090298593	7.59177E-05	953.9768878	31.80663702
0.061767674	0.000227001	179.669623	125.1487354
0.013104297	1.84331E-05	267.7601304	108.2896743
0.061767674	0.000227001	179.669623	125.1487354
0.021782881	0.013249633	0.409698568	0.009683599
0.833519154	0.000515861	0.162673539	2.538493839
28.55583568	1676.926199	0.003732676	153.1707065
0.054984301	4.56323E-05	13.16556466	2.014081066
0.021782881	0.013249633	0.409698568	0.009683599
0.016965893	0.47064576	27.87923322	65.07824666
0.524407278	0.138145571	294.0380536	74.2536552
0.00642072	0.000125358	263.6083871	189.9326881
0.016587419	4.53E-006	6.313761527	4.71396722
0.096449555	0.051752895	1.013481118	0.015105444
0.443874647	0.166995545	256.9848092	85.32766481
377.968691	6683.252452	0.002311275	22.67383323
47.0481738	809.7217815	4.434681161	0.883710738
0.087755287	0.18798058	0.383325071	0.001851938
0.041888697	4.42235E-05	1744.886784	48.84783336
4.349626169	18.2208339	0.403281305	0.078229656
0.394198235	2.237539398	0.355478882	0.075015611
0.42158815	0.003102378	0.101099195	3.249545841
0.354318189	0.308564244	0.3224977	0.002550157
6.378233653	604.4596292	0.000830695	1.358591471
10.99128413	1236.079859	0.003600646	234.4083594
0.01341331	8.08E-006	18.951275	53.52461834
28.73849729	790.5622367	0.001982	33.56691327
0.083117965	0.094551682	0.605318921	0.015835554
0.210170363	0.549204173	0.183869389	0.006035662
34.6414637	738.4691938	0.002690162	44.74692897
0.020365236	0.362689443	684.5071519	3.602501105
27.40908882	819.8151336	3.680670408	1.793863527
0.12153372	0.088193244	457.7173622	54.21216777
0.632456346	125.3723786	10.68262261	7.806165207
0.017447017	3.66E-006	5.96054752	4.383632528
0.661741884	165.2129767	0.000306756	1.69182736
0.011643516	0.001065424	153.7365169	7.386890286
0.021431134	0.04434489	373.3192833	35.5557141
0.717821699	66.25572633	36.00826482	11.55785461
0.086575986	0.206656129	0.368464002	0.001591198
0.006522211	0.000257915	347.3400597	118.5393659
14.76565383	86.61279996	0.000470627	1.71103054
0.033709662	0.074264314	393.7806153	23.79556388
0.059198394	2.6039E-05	41.32906811	33.02342525
1.221630547	0.001487332	0.077913788	3.626650154
0.061767674	0.000227001	179.669623	125.1487354
8.023238421	490.5124833	0.001004477	113.9815026
0.169483227	8.19823E-05	18.53751243	1.048527468
1.164391396	0.001101305	0.191841387	31.32223463
0.009644127	3.2285E-05	404.5639723	79.15584378
0.003413291	0.004051606	346.868353	6.394338431
0.096449555	0.051752895	1.013481118	0.015105444
18.7204815	110.7140925	0.000969601	1.471221873
107.9328717	2304.458196	0.001102935	2.173162414
0.047694923	5.7481E-05	772.0210399	29.60611572
39.70241939	942.6511636	0.003786883	57.52452543
3.394538991	248.2731074	12.05581529	4.103618158
9.611855449	52.31565157	0.000758051	2.1305217
0.158630517	0.639306302	0.120950723	0.086034699
0.002408048	0.002554917	294.9962296	6.432351837
0.002398305	0.003310631	375.5565239	7.558391228
0.054303595	0.126646734	0.455994168	0.01695365
0.119947497	0.002860169	947.836604	102.0384236
0.041455118	0.019543697	153.8296539	14.96152506
0.008394631	2.05116E-05	337.9173987	73.94033989
0.610670228	94.90272424	18.21448549	10.40579646
1.511917253	1.092302902	0.003767554	1.687030995
0.068738355	0.000407364	855.9455194	81.42050005
0.119333412	0.003394985	928.4338111	106.7830439
0.020202326	0.653921725	18.68442212	73.38088847
0.068544807	0.003824251	268.461503	56.57552481
0.18566096	0.839372008	0.001221724	2.143993836
0.002027012	0.017336772	0.211948529	0.016374631
0.006244889	0.12739132	806.0325175	29.11730431
0.001938336	0.00191493	93.10488834	14.12170289
0.001218076	0.002086669	587.770721	11.42042209
0.798908548	0.000399867	0.362954605	13.14669315
22.51202773	1432.288812	0.001133464	1.666860346
8.857795254	232.5793003	11.36081734	0.994585344
0.150315729	1.595961372	0.002536868	3.305481432
0.078772469	2.97469E-05	17.47476884	46.30855349
75.12272903	3672.944691	0.002118705	7.451579706
0.10175098	0.049749766	0.938143629	0.017718024
0.542410689	0.003877078	0.087525875	2.600708864
0.004416517	0.219839915	133.9717018	35.02373536
1.14803164	4.132244586	0.003270042	1.000809397
1.184508015	0.000966294	0.567432866	5.92210705
7.950795325	19.49867562	2.890161979	0.225050513
0.12729235	1.480297411	0.002596341	3.300557797
0.362894251	1.877998091	0.457383979	0.075520477
0.105019095	0.393208404	447.6016276	9.924984632
3.394538991	248.2731074	12.05581529	4.103618158
0.973531707	1.649787424	0.002108811	2.295392359
0.002575157	0.216194153	10.09120074	70.13852185
0.124199517	0.014499917	0.021391688	1.638525956
0.066475074	4.67263E-05	119.0529138	8.339298603
0.001218076	0.002086669	587.770721	11.42042209
3.249873622	0.003461153	0.231103511	16.40676968
27.72476099	1631.87556	0.002245077	72.3526362
20.13557891	337.67047	13.53406541	1.586481447
48.79149228	1229.923664	0.003222096	28.50939455
0.07150716	0.000190302	1226.284106	105.3423489
1.11776509	0.000898101	0.098817876	10.10366381
0.007101594	0.187048322	681.6977621	7.210191391
0.673659598	101.8380205	0.000548014	1.177474596
0.415171679	0.000367591	0.132739949	3.402548565
0.443874647	0.166995545	256.9848092	85.32766481
0.016778405	0.588022222	23.1896724	103.1733692
4.349626169	18.2208339	0.403281305	0.078229656
18.02380365	226.7718919	21.30832789	1.784888351
0.025892442	0.021996198	939.9573036	37.7945104
0.004243867	0.000823831	143.3306252	6.361144263
0.035476944	0.075548379	0.572260005	0.003051376
0.008925969	1.69879E-05	11.55069762	15.38219503
0.005616734	1.677476897	12.10914645	93.40054014
23.31931175	40.8414065	1.521515551	0.142768394
0.013104297	1.84331E-05	267.7601304	108.2896743
2.717153613	322.9331357	0.000162125	1.440555266
0.012348512	0.144264978	413.8394659	27.63697221
1.701969511	0.626471453	1.168143926	0.041989085
1.221630547	0.001487332	0.077913788	3.626650154
0.364716565	4.048310606	0.001152207	1.247198218
0.010699724	0.002964533	220.5571583	10.5573838
0.076961501	6.27773E-05	20.35918034	1.567266717
3.080722128	570.2448543	0.00367974	295.2970937
0.125723852	0.423432473	0.119925815	0.032903321
0.927047201	134.9567546	0.000197682	1.530108268
0.007853443	0.003259431	207.5271633	10.42002658
0.09065732	1.363920829	0.001964916	3.676307501
5.987435495	13.69428146	0.567185498	0.157366945
0.006714515	1.50227E-05	6.995461255	7.699462556
0.091830581	0.050629399	201.0748727	49.65592678
0.070700339	5.20541E-05	0.739830011	3.973491674
0.005742454	0.005144632	158.8270448	15.53797975
258.2326739	3970.846083	13.17920944	0.53983902
0.070877788	0.000340916	380.8546117	81.11348004
0.110880733	0.00320971	541.3824507	179.5193428
0.119947497	0.002860169	947.836604	102.0384236
0.003841998	0.007615201	483.6027083	15.50158439
0.000826097	0.008124645	0.851528345	0.03073766
1.349872687	0.001239129	0.136464832	4.138147414
1.761204399	0.002941089	0.089157135	3.936325052
0.124199517	0.014499917	0.021391688	1.638525956
106.8405735	4658.94759	0.001825324	6.953769062
0.417322913	81.98838195	12.45641904	11.32780993
1.200286865	0.002083104	0.084571696	10.27367447
0.006690308	0.002701818	322.1790026	18.34381328
1.349872687	0.001239129	0.136464832	4.138147414
0.119894458	0.001829193	1513.743247	221.792515
0.109249558	3.1909E-05	0.793049007	9.742785136
0.229695195	3.38312E-05	1.944014088	3.989991558
0.140101487	0.122138554	355.9086651	52.81183616
0.316016236	2.045531457	0.367010081	0.074854891
0.144512595	1.391720477	0.002318255	2.645152528
6.411056363	229.7149636	14.72393676	3.408830352
0.027785042	0.38064859	460.6122476	7.302369402
0.009784266	0.022099759	1406.75682	9.930518426
0.041888697	4.42235E-05	1744.886784	48.84783336
0.567048962	2.983307961	0.444054326	0.06552249
0.018066004	1.87304E-05	8.897970554	1.216276228
5.804772349	719.0790511	0.000661098	1.358212859
7.656570375	19.16616666	0.830655169	0.133383712
7.155997837	256.3208986	18.32565083	3.719871035
0.004758819	0.001594327	163.9517179	5.775982095
0.027785042	0.38064859	460.6122476	7.302369402
0.101860586	13.00547215	17.63491864	85.92131515
0.367093633	185.9909221	0.000525475	0.473802214
0.678514582	15.78396457	0.002800544	2.497570209
0.091769792	0.001145521	1516.982209	227.2572597
37.17104559	1251.543035	0.001516938	3.573208381
0.006244889	0.12739132	806.0325175	29.11730431
0.021782881	0.013249633	0.409698568	0.009683599
1.153838975	14.05683532	0.002375954	2.224278675
33.93707118	864.1075059	3.600650175	1.562060062
0.06656741	0.130156963	0.592575691	0.014998846
0.049692282	0.0541174	0.576464308	0.006682618
2.102458265	10.53257088	0.425962207	0.097886341
